ID	p	network	CC	T	SP	l2	lmax_l2	Rg
Network_p=0.21544346900318823	0.21544346900318823	ws	0.3493452509307005	0.34130953360203997	3.157807807807808	2.503106191454946	9.782387152680533	72811.25601038434
