ID	network	p	th	seed	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9
Network_p=0.21544346900318823	ws	0.21544346900318823	0.01	95	0.20199999999999999	0.20199999999999999	0.3035	0.3035	0.3035	0.3035	0.332	0.332	0.332
Network_p=0.21544346900318823	ws	0.21544346900318823	0.042666666666666665	95	0.20199999999999999	0.20199999999999999	0.13333333333333333	0.16875	0.16875	0.16875	0.18760000000000002	0.18760000000000002	0.18760000000000002
Network_p=0.21544346900318823	ws	0.21544346900318823	0.07533333333333332	95	0.046000000000000006	0.045799999999999993	0.051	0.056624999999999995	0.068	0.068	0.08049999999999999	0.08049999999999999	0.087
Network_p=0.21544346900318823	ws	0.21544346900318823	0.10799999999999998	95	0.020833333333333332	0.022099999999999998	0.02516666666666666	0.029642857142857137	0.03386666666666666	0.03899999999999999	0.04517647058823529	0.049999999999999996	0.051421052631578944
Network_p=0.21544346900318823	ws	0.21544346900318823	0.14066666666666666	95	0.008833333333333334	0.011000000000000001	0.014217391304347826	0.01724	0.02096296296296296	0.02353571428571428	0.026310344827586204	0.029299999999999996	0.030677419354838704
Network_p=0.21544346900318823	ws	0.21544346900318823	0.17333333333333334	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.206	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.23866666666666664	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.2713333333333333	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.304	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.33666666666666667	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.3693333333333333	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.40199999999999997	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.43466666666666665	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.46733333333333327	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.5	95									
Network_p=0.21544346900318823	ws	0.21544346900318823	0.01	100	0.187	0.308	0.308	0.308	0.308	0.308	0.3303333333333333	0.3303333333333333	0.3303333333333333
Network_p=0.21544346900318823	ws	0.21544346900318823	0.042666666666666665	100	0.187	0.1045	0.10999999999999999	0.15275	0.15275	0.15275	0.1746	0.1746	0.16516666666666666
Network_p=0.21544346900318823	ws	0.21544346900318823	0.07533333333333332	100	0.051000000000000004	0.04083333333333333	0.044571428571428574	0.05688888888888889	0.05688888888888889	0.06670000000000001	0.07736363636363636	0.07736363636363636	0.08133333333333333
Network_p=0.21544346900318823	ws	0.21544346900318823	0.10799999999999998	100	0.023600000000000003	0.020900000000000002	0.02576923076923077	0.031200000000000002	0.034875	0.039764705882352945	0.04555555555555556	0.04555555555555556	0.049947368421052636
Network_p=0.21544346900318823	ws	0.21544346900318823	0.14066666666666666	100	0.009363636363636364	0.011000000000000001	0.014304347826086958	0.01676	0.01914814814814815	0.023586206896551724	0.02633333333333333	0.029032258064516127	0.030437499999999996
